1 [40, 39, 44, 36, 28, 39, 36, 34, 31, 33, 39, 33, 31, 28, 39, 33, 35, 36, 38, 36]
2 [36, 29, 31, 33, 39, 33, 31, 28, 39, 33, 35, 36, 38, 36, 31, 28, 29, 32, 27, 37]
3 [33, 28, 39, 33, 35, 36, 38, 36, 31, 28, 30, 32, 27, 37, 30, 26, 25, 30, 28, 28]
4 [38, 34, 31, 28, 30, 32, 27, 37, 30, 26, 25, 30, 28, 28, 28, 23, 27, 25, 28, 25]
5 [27, 37, 30, 26, 25, 30, 28, 28, 28, 23, 27, 25, 28, 25, 25, 23, 22, 26, 25, 25]
6 [28, 28, 28, 23, 27, 25, 28, 25, 25, 23, 22, 26, 25, 25, 23, 22, 22, 23, 23, 23]
7 [28, 25, 25, 24, 22, 26, 25, 25, 23, 21, 22, 23, 23, 23, 22, 22, 22, 22, 22, 22]
8 [25, 25, 23, 26, 22, 23, 23, 23, 22, 26, 22, 22, 22, 22, 23, 20, 21, 22, 23, 22]
9 [23, 23, 22, 25, 22, 22, 22, 22, 23, 20, 21, 22, 23, 22, 22, 20, 20, 21, 21, 22]
10 [22, 22, 23, 20, 21, 22, 23, 22, 22, 23, 20, 21, 21, 22, 20, 20, 20, 20, 20, 19]
11 [23, 22, 22, 23, 20, 21, 21, 22, 20, 20, 20, 20, 20, 19, 20, 19, 20, 19, 20, 21]
12 [21, 22, 20, 20, 20, 20, 20, 19, 20, 19, 20, 19, 20, 21, 19, 20, 19, 24, 19, 19]
13 [20, 19, 20, 19, 20, 19, 20, 21, 19, 20, 19, 24, 19, 19, 19, 19, 19, 19, 19, 19]
14 [20, 21, 19, 20, 19, 24, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]
15 [19, 19, 19, 19, 19, 19, 19, 19, 19, 15, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]
16 [19, 19, 21, 15, 19, 19, 19, 19, 19, 19, 19, 19, 20, 19, 18, 16, 17, 17, 23, 19]
17 [19, 19, 19, 19, 19, 19, 20, 19, 18, 16, 17, 17, 23, 19, 20, 15, 15, 18, 18, 15]
18 [20, 19, 18, 16, 17, 17, 23, 25, 20, 15, 15, 18, 18, 15, 14, 16, 15, 15, 15, 15]
19 [23, 25, 20, 15, 15, 18, 18, 15, 15, 16, 15, 15, 15, 15, 17, 14, 15, 14, 15, 15]
20 [18, 15, 15, 21, 15, 15, 15, 15, 17, 14, 15, 14, 15, 18, 14, 15, 14, 14, 14, 15]
21 [15, 15, 17, 14, 15, 14, 15, 18, 14, 15, 14, 14, 14, 15, 14, 14, 14, 14, 14, 14]
22 [15, 18, 14, 15, 14, 19, 14, 15, 14, 14, 14, 16, 14, 14, 14, 14, 14, 14, 14, 14]
23 [14, 15, 14, 14, 14, 16, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14]
24 [14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 17, 17, 14, 14, 14, 14, 14]
25 [14, 14, 14, 14, 14, 14, 14, 18, 17, 14, 14, 14, 15, 14, 14, 14, 14, 14, 14, 14]
26 [14, 18, 17, 14, 14, 14, 15, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14]
27 [15, 14, 14, 14, 13, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14]
28 [14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 16, 14, 13, 20, 14, 13, 14, 13, 14, 15]
29 [14, 14, 14, 14, 16, 14, 13, 20, 14, 13, 14, 13, 14, 15, 13, 13, 12, 15, 17, 13]
30 [13, 20, 14, 13, 14, 13, 14, 15, 13, 15, 12, 15, 17, 13, 13, 12, 11, 14, 13, 15]
31 [14, 15, 13, 15, 18, 15, 17, 13, 13, 12, 14, 14, 13, 15, 11, 12, 12, 11, 12, 12]
32 [19, 13, 16, 12, 14, 14, 17, 15, 11, 12, 12, 11, 12, 12, 12, 11, 11, 11, 11, 12]
33 [17, 15, 11, 12, 12, 11, 12, 12, 12, 11, 13, 11, 11, 12, 11, 11, 11, 11, 11, 11]
34 [12, 12, 16, 11, 13, 11, 11, 12, 11, 13, 11, 11, 11, 11, 11, 11, 13, 11, 11, 11]
35 [11, 12, 11, 13, 11, 11, 11, 11, 11, 11, 13, 11, 11, 11, 11, 11, 11, 17, 11, 11]
36 [11, 14, 11, 11, 13, 11, 11, 11, 11, 11, 11, 17, 11, 11, 15, 11, 14, 11, 11, 11]
37 [11, 11, 11, 11, 11, 17, 11, 11, 15, 11, 14, 11, 10, 11, 11, 11, 12, 11, 11, 11]
38 [11, 13, 15, 11, 14, 11, 10, 11, 11, 11, 12, 11, 11, 11, 11, 10, 11, 12, 11, 11]
39 [10, 11, 11, 16, 12, 11, 11, 12, 11, 10, 11, 15, 11, 11, 10, 11, 12, 10, 10, 11]
40 [11, 12, 11, 10, 11, 15, 11, 11, 10, 11, 12, 10, 10, 11, 11, 13, 10, 10, 10, 10]
41 [11, 11, 10, 11, 17, 10, 10, 11, 11, 13, 13, 10, 10, 15, 10, 10, 10, 10, 10, 14]
42 [10, 11, 11, 13, 13, 10, 10, 17, 10, 10, 10, 10, 10, 14, 10, 10, 10, 10, 10, 10]
43 [10, 17, 10, 10, 10, 10, 10, 14, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 12, 10]
44 [10, 14, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 12, 15, 10, 10, 10, 10, 10, 10]
45 [10, 10, 10, 10, 10, 10, 12, 17, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]
46 [12, 17, 10, 12, 10, 10, 10, 10, 13, 11, 10, 10, 10, 12, 10, 10, 10, 14, 10, 10]
47 [10, 10, 13, 11, 10, 10, 10, 12, 10, 10, 10, 14, 10, 17, 10, 10, 10, 10, 10, 10]
48 [10, 12, 10, 13, 10, 14, 10, 17, 10, 10, 10, 10, 10, 10, 10, 10, 10, 6, 10, 8]
49 [10, 17, 10, 10, 10, 10, 10, 10, 10, 10, 10, 6, 10, 8, 7, 9, 6, 8, 10, 8]
50 [10, 10, 10, 10, 10, 6, 10, 8, 7, 9, 6, 8, 10, 8, 8, 7, 7, 6, 6, 8]
51 [10, 8, 7, 9, 6, 8, 10, 8, 8, 7, 7, 6, 6, 8, 8, 7, 7, 8, 7, 7]
52 [8, 8, 13, 7, 7, 6, 6, 8, 8, 7, 7, 13, 7, 7, 9, 4, 9, 6, 12, 7]
53 [6, 8, 8, 7, 9, 13, 7, 7, 9, 4, 9, 6, 12, 7, 7, 9, 6, 4, 6, 8]
54 [7, 7, 9, 4, 9, 6, 13, 7, 8, 9, 6, 8, 6, 8, 11, 4, 4, 4, 6, 4]
55 [13, 7, 8, 9, 6, 9, 6, 8, 11, 4, 4, 4, 6, 7, 4, 4, 8, 4, 4, 4]
56 [6, 8, 11, 4, 4, 4, 6, 7, 4, 4, 8, 4, 4, 4, 4, 4, 4, 4, 4, 4]
57 [15, 7, 4, 4, 8, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3]
58 [5, 4, 7, 4, 4, 4, 4, 4, 4, 4, 6, 4, 4, 3, 5, 4, 3, 4, 4, 10]
59 [4, 4, 4, 4, 6, 4, 4, 3, 5, 4, 3, 6, 4, 10, 3, 4, 3, 3, 3, 4]
60 [4, 3, 5, 4, 3, 9, 4, 10, 3, 4, 3, 3, 3, 4, 4, 2, 8, 4, 3, 3]
61 [4, 10, 3, 4, 3, 3, 3, 4, 4, 2, 8, 6, 3, 3, 4, 2, 3, 3, 4, 4]
62 [3, 4, 4, 2, 8, 6, 3, 3, 4, 2, 3, 3, 4, 4, 3, 2, 2, 3, 2, 2]
63 [3, 3, 4, 2, 3, 3, 4, 4, 10, 2, 2, 3, 4, 2, 2, 4, 3, 2, 2, 3]
64 [5, 4, 10, 8, 2, 3, 4, 2, 2, 4, 3, 2, 2, 3, 2, 3, 3, 3, 2, 3]
65 [4, 2, 2, 4, 3, 2, 2, 3, 2, 3, 3, 3, 6, 3, 3, 3, 3, 3, 3, 5]
66 [2, 3, 2, 3, 3, 3, 6, 3, 3, 3, 3, 3, 3, 5, 2, 2, 2, 7, 2, 5]
